==Frequent itemsets (min_sup=1.0%)
[110-125.25,18-25,N_MENTAL_OBSV], 1.337%
[140.25,BLACK,N_GANG,N_INFRACTION], 1.337%
[140.25,BLACK,DE,N_INFRACTION], 1.337%
[110-125.25,DE,N_MENTAL_OBSV,Y_GANG], 1.337%
[MAX,N_INFRACTION,OTHER,Y_MENTAL_OBSV], 1.337%
[26-35,N_GANG,WHITE,Y_MENTAL_OBSV], 1.337%
[120.05,BLACK,DE,MED], 1.337%
[120.05,36-45,N_GANG,Y_MENTAL_OBSV], 1.337%
[120.05,36-45,N_GANG,N_INFRACTION], 1.337%
[BLACK,MED,N_INFRACTION,SSR], 1.337%
[26-35,BLACK,SSR,nan], 1.337%
[265.03,DE,MED,N_INFRACTION], 1.337%
[18-25,N_MENTAL_OBSV,OTHER,Y_INFRACTION], 1.337%
[BLACK,N_GANG,Y_INFRACTION,nan], 1.337%
[DE,OTHER,Y_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.337%
[18-25,DE,MED,N_MENTAL_OBSV,OTHER], 1.337%
[CS,MIN,N_INFRACTION,N_MENTAL_OBSV,nan], 1.337%
[18-25,DE,N_GANG,N_INFRACTION,N_MENTAL_OBSV,OTHER], 1.337%
[18-25,DE,MED,N_GANG,N_INFRACTION,OTHER], 1.337%
[26-35,BLACK,MED,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.337%
[26-35,BLACK,DE,MIN,N_INFRACTION,Y_MENTAL_OBSV], 1.337%
[125.25,BLACK,DE,MED,Y_INFRACTION,Y_MENTAL_OBSV], 1.337%
[220.21], 1.3233%
[160.15,36-45], 1.3233%
[155.25,N_INFRACTION], 1.3233%
[26-35,265.03,BLACK], 1.3233%
[120.05,N_INFRACTION,N_MENTAL_OBSV], 1.3233%
[110-125.25,18-25,Y_MENTAL_OBSV], 1.3233%
[160.15,26-35,N_INFRACTION], 1.3233%
[56-65,N_INFRACTION,OTHER], 1.3233%
[26-35,265.03,N_GANG], 1.3233%
[120.05,26-35,BLACK], 1.3233%
[46-55,BLACK,DE,Y_INFRACTION], 1.3233%
[36-45,DE,Y_GANG,Y_INFRACTION], 1.3233%
[110-125.25,18-25,DE,Y_MENTAL_OBSV], 1.3233%
[36-45,N_GANG,Y_MENTAL_OBSV,nan], 1.3233%
[56-65,N_GANG,N_INFRACTION,OTHER], 1.3233%
[120.05,36-45,DE,Y_MENTAL_OBSV], 1.3233%
[BLACK,MED,N_MENTAL_OBSV,nan], 1.3233%
[26-35,BLACK,N_MENTAL_OBSV,nan], 1.3233%
[140.20,DE,N_INFRACTION,N_MENTAL_OBSV], 1.3233%
[BLACK,MAX,Y_INFRACTION,nan], 1.3233%
[120.05,26-35,N_GANG,N_INFRACTION], 1.3233%
[110-125.25,DE,MED,N_MENTAL_OBSV], 1.3233%
[26-35,DE,N_MENTAL_OBSV,Y_GANG,Y_INFRACTION], 1.3233%
[125.25,BLACK,DE,N_INFRACTION,Y_MENTAL_OBSV], 1.3233%
[MIN,N_GANG,N_INFRACTION,OTHER,nan], 1.3233%
[26-35,MED,N_GANG,OTHER,Y_INFRACTION], 1.3233%
[110-125.25,BLACK,DE,N_INFRACTION,N_MENTAL_OBSV], 1.3233%
[18-25,MED,N_GANG,N_MENTAL_OBSV,OTHER], 1.3233%
[26-35,BLACK,N_INFRACTION,N_MENTAL_OBSV,Y_GANG], 1.3233%
[BLACK,N_GANG,SSR,Y_MENTAL_OBSV,nan], 1.3233%
[46-55,DE,MIN,N_INFRACTION,OTHER], 1.3233%
[DE,MAX,N_GANG,N_MENTAL_OBSV,OTHER], 1.3233%
[26-35,MAX,N_GANG,OTHER,Y_MENTAL_OBSV], 1.3233%
[26-35,DE,MAX,N_GANG,N_INFRACTION,Y_MENTAL_OBSV], 1.3233%
[BLACK,DE,MED,N_GANG,N_MENTAL_OBSV,Y_INFRACTION], 1.3233%
[130.35], 1.3097%
[160.10,Y_INFRACTION], 1.3097%
[265.03,BLACK,Y_INFRACTION], 1.3097%
[140.25,36-45,DE], 1.3097%
[265.03,MED,N_MENTAL_OBSV], 1.3097%
[120.05,N_GANG,N_MENTAL_OBSV], 1.3097%
[26-35,265.03,N_INFRACTION], 1.3097%
[155.25,N_GANG,N_INFRACTION], 1.3097%
[MED,OTHER,nan], 1.3097%
[BLACK,CS,MED], 1.3097%
[125.25,46-55,DE,N_GANG], 1.3097%
[110-125.25,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.3097%
[110-125.25,BLACK,MED,N_GANG], 1.3097%
[160.15,DE,OTHER,Y_MENTAL_OBSV], 1.3097%
[125.25,26-35,MAX,Y_MENTAL_OBSV], 1.3097%
[36-45,BLACK,Y_GANG,Y_INFRACTION], 1.3097%
[160.15,BLACK,DE,MED], 1.3097%
[110-125.25,36-45,DE,N_GANG], 1.3097%
[46-55,MED,N_INFRACTION,OTHER], 1.3097%
[265.03,BLACK,N_GANG,N_MENTAL_OBSV], 1.3097%
[110-125.25,BLACK,N_INFRACTION,Y_MENTAL_OBSV], 1.3097%
[110-125.25,18-25,DE,N_MENTAL_OBSV], 1.3097%
[BLACK,MIN,N_MENTAL_OBSV,nan], 1.3097%
[26-35,BLACK,MAX,N_INFRACTION,Y_MENTAL_OBSV], 1.3097%
[DE,MAX,N_GANG,N_INFRACTION,OTHER], 1.3097%
[36-45,N_GANG,N_INFRACTION,WHITE,Y_MENTAL_OBSV], 1.3097%
[26-35,BLACK,MIN,N_GANG,N_MENTAL_OBSV], 1.3097%
[26-35,DE,MED,N_INFRACTION,OTHER,Y_MENTAL_OBSV], 1.3097%
[18-25,BLACK,DE,N_GANG,N_INFRACTION,N_MENTAL_OBSV], 1.3097%
[130.35,DE], 1.296%
[160.15,36-45,DE], 1.296%
[120.10,N_GANG,N_INFRACTION], 1.296%
[110-125.25,Y_GANG,Y_MENTAL_OBSV], 1.296%
[36-45,MIN,Y_INFRACTION], 1.296%
[140.25,DE,MED,N_GANG], 1.296%
[DE,N_GANG,WHITE,Y_INFRACTION], 1.296%
[BLACK,N_GANG,N_MENTAL_OBSV,SSR], 1.296%
[125.25,N_GANG,OTHER,Y_INFRACTION], 1.296%
[125.25,18-25,MAX,Y_GANG], 1.296%
[125.25,18-25,BLACK,Y_GANG], 1.296%
[140.25,DE,N_GANG,N_MENTAL_OBSV], 1.296%
[110-125.25,26-35,DE,Y_MENTAL_OBSV], 1.296%
[125.25,26-35,DE,MAX,Y_MENTAL_OBSV], 1.296%
[36-45,DE,MAX,N_GANG,N_INFRACTION], 1.296%
[18-25,DE,MAX,N_GANG,Y_MENTAL_OBSV], 1.296%
[125.25,26-35,BLACK,Y_INFRACTION,Y_MENTAL_OBSV], 1.296%
[140.20,DE,N_GANG,N_INFRACTION,N_MENTAL_OBSV], 1.296%
[110-125.25,DE,MED,N_GANG,N_INFRACTION], 1.296%
[36-45,BLACK,DE,MAX,N_GANG,Y_MENTAL_OBSV], 1.296%
[46-55,DE,MIN,N_GANG,N_INFRACTION,OTHER], 1.296%
[CS,MIN,N_GANG,N_INFRACTION,N_MENTAL_OBSV,nan], 1.296%
[26-35,DE,MED,N_GANG,N_INFRACTION,OTHER,Y_MENTAL_OBSV], 1.296%
[26-35,BLACK,DE,MAX,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.296%
[220.21,N_GANG], 1.2824%
[155.30,N_GANG,N_INFRACTION], 1.2824%
[140.20,MED,N_GANG], 1.2824%
[ASIAN,N_GANG,Y_MENTAL_OBSV], 1.2824%
[160.15,MED,Y_MENTAL_OBSV], 1.2824%
[140.25,N_INFRACTION,N_MENTAL_OBSV], 1.2824%
[265.03,DE,MAX], 1.2824%
[MIN,N_INFRACTION,Y_MENTAL_OBSV,nan], 1.2824%
[160.15,26-35,DE,N_INFRACTION], 1.2824%
[120.05,36-45,DE,N_INFRACTION], 1.2824%
[120.05,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.2824%
[120.05,DE,N_GANG,Y_INFRACTION], 1.2824%
[125.25,26-35,MED,Y_MENTAL_OBSV], 1.2824%
[MIN,N_INFRACTION,SSR,nan], 1.2824%
[DEP,MED,N_GANG,N_INFRACTION], 1.2824%
[CS,MED,N_GANG,N_INFRACTION], 1.2824%
[36-45,MIN,N_INFRACTION,OTHER,Y_MENTAL_OBSV], 1.2824%
[BLACK,MED,N_GANG,SSR,nan], 1.2824%
[125.25,DE,N_GANG,OTHER,Y_INFRACTION], 1.2824%
[46-55,DE,N_INFRACTION,OTHER,Y_MENTAL_OBSV], 1.2824%
[36-45,MIN,N_GANG,N_INFRACTION,OTHER,Y_MENTAL_OBSV], 1.2824%
[36-45,BLACK,DE,MIN,N_GANG,N_MENTAL_OBSV], 1.2824%
[125.25,26-35,BLACK,DE,Y_INFRACTION,Y_MENTAL_OBSV], 1.2824%
[26-35,DE,MIN,N_INFRACTION,N_MENTAL_OBSV,OTHER], 1.2824%
[26-35,DE,MIN,N_GANG,N_INFRACTION,N_MENTAL_OBSV,OTHER], 1.2824%
[18-25,BLACK,DE,MAX,N_MENTAL_OBSV,Y_GANG,Y_INFRACTION], 1.2824%
[130.35,N_GANG], 1.2688%
[46-55,CS], 1.2688%
[125.25,46-55,MED], 1.2688%
[160.10,N_INFRACTION,Y_MENTAL_OBSV], 1.2688%
[36-45,MED,Y_GANG], 1.2688%
[110-125.25,18-25,MAX], 1.2688%
[125.25,36-45,Y_INFRACTION], 1.2688%
[140.25,MIN,N_INFRACTION], 1.2688%
[110-125.25,18-25,MED], 1.2688%
[MED,SSR,Y_INFRACTION], 1.2688%
[18-25,SSR,nan], 1.2688%
[110-125.25,MED,N_GANG,Y_MENTAL_OBSV], 1.2688%
[110-125.25,DE,Y_GANG,Y_MENTAL_OBSV], 1.2688%
[36-45,CS,MIN,N_INFRACTION], 1.2688%
[110-125.25,18-25,DE,MED], 1.2688%
[160.15,DE,MED,Y_MENTAL_OBSV], 1.2688%
[SSR,Y_GANG,Y_INFRACTION,nan], 1.2688%
[BLACK,MAX,SSR,nan], 1.2688%
[26-35,BLACK,DE,MED,Y_GANG], 1.2688%
[46-55,BLACK,DE,MED,Y_MENTAL_OBSV], 1.2688%
[110-125.25,DE,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.2688%
[MAX,OTHER,Y_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.2688%
[140.25,BLACK,DE,N_GANG,N_INFRACTION], 1.2688%
[36-45,CS,MIN,N_GANG,N_INFRACTION], 1.2688%
[18-25,BLACK,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.2688%
[125.25,26-35,DE,MED,Y_MENTAL_OBSV], 1.2688%
[120.05,26-35,DE,N_GANG,N_INFRACTION], 1.2688%
[BLACK,CS,N_GANG,N_INFRACTION,nan], 1.2688%
[26-35,BLACK,DE,MAX,N_MENTAL_OBSV,Y_GANG], 1.2688%
[220.21,DE], 1.2551%
[DEP,Y_INFRACTION], 1.2551%
[110-125.25,MAX,N_MENTAL_OBSV], 1.2551%
[140.25,MED,N_INFRACTION], 1.2551%
[140.20,36-45,DE], 1.2551%
[265.03,N_INFRACTION,Y_MENTAL_OBSV], 1.2551%
[155.30,DE,N_INFRACTION], 1.2551%
[36-45,N_INFRACTION,SSR], 1.2551%
[130.35,DE,N_GANG], 1.2551%
[26-35,OTHER,nan], 1.2551%
[160.15,26-35,Y_MENTAL_OBSV], 1.2551%
[120.05,N_INFRACTION,OTHER], 1.2551%
[160.15,BLACK,Y_GANG], 1.2551%
[18-25,BLACK,MIN], 1.2551%
[125.25,MAX,N_MENTAL_OBSV], 1.2551%
[Y_GANG,Y_MENTAL_OBSV,nan], 1.2551%
[MAX,Y_GANG,nan], 1.2551%
[18-25,265.03,BLACK], 1.2551%
[N_INFRACTION,OTHER,Y_GANG], 1.2551%
[46-55,DE,MED,Y_INFRACTION], 1.2551%
[140.20,BLACK,DE,N_INFRACTION], 1.2551%
[56-65,DE,MIN,N_MENTAL_OBSV], 1.2551%
[36-45,MIN,N_GANG,Y_INFRACTION], 1.2551%
[N_GANG,WHITE,Y_INFRACTION,Y_MENTAL_OBSV], 1.2551%
[BLACK,N_INFRACTION,N_MENTAL_OBSV,SSR], 1.2551%
[125.25,36-45,DE,Y_INFRACTION], 1.2551%
[140.25,MIN,N_GANG,N_INFRACTION], 1.2551%
[MED,N_INFRACTION,Y_MENTAL_OBSV,nan], 1.2551%
[120.05,26-35,BLACK,DE], 1.2551%
[26-35,N_MENTAL_OBSV,OTHER,Y_INFRACTION], 1.2551%
[26-35,MAX,N_INFRACTION,N_MENTAL_OBSV], 1.2551%
[56-65,DE,MIN,N_GANG,N_MENTAL_OBSV], 1.2551%
[DE,MIN,N_INFRACTION,WHITE,Y_MENTAL_OBSV], 1.2551%
[46-55,MED,N_GANG,N_INFRACTION,OTHER], 1.2551%
[125.25,18-25,DE,MAX,Y_GANG], 1.2551%
[18-25,BLACK,DE,MED,N_INFRACTION,Y_MENTAL_OBSV], 1.2551%
[36-45,BLACK,DE,MED,N_INFRACTION,N_MENTAL_OBSV], 1.2551%
[36-45,DE,MAX,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.2551%
[26-35,BLACK,DE,MIN,N_GANG,N_INFRACTION,Y_MENTAL_OBSV], 1.2551%
[140.25,OTHER], 1.2415%
[125.25,26-35,N_INFRACTION], 1.2415%
[36-45,MIN,nan], 1.2415%
[MIN,N_MENTAL_OBSV,WHITE], 1.2415%
[125.25,18-25,N_GANG], 1.2415%
[110-125.25,BLACK,MIN], 1.2415%
[140.20,N_INFRACTION,OTHER], 1.2415%
[140.20,DE,OTHER], 1.2415%
[110-125.25,26-35,N_INFRACTION], 1.2415%
[46-55,CS,N_GANG], 1.2415%
[125.25,46-55,DE,MED], 1.2415%
[110-125.25,BLACK,N_GANG,N_MENTAL_OBSV], 1.2415%
[120.10,DE,N_GANG,N_INFRACTION], 1.2415%
[110-125.25,18-25,DE,MAX], 1.2415%
[36-45,MIN,N_GANG,nan], 1.2415%
[MIN,N_GANG,N_MENTAL_OBSV,WHITE], 1.2415%
[125.25,18-25,DE,N_GANG], 1.2415%
[125.25,OTHER,Y_INFRACTION,Y_MENTAL_OBSV], 1.2415%
[140.25,DE,MIN,N_INFRACTION], 1.2415%
[18-25,BLACK,MAX,N_GANG], 1.2415%
[125.25,36-45,BLACK,MED], 1.2415%
[125.25,26-35,Y_GANG,Y_INFRACTION], 1.2415%
[125.25,18-25,BLACK,Y_MENTAL_OBSV], 1.2415%
[BLACK,Y_GANG,Y_INFRACTION,nan], 1.2415%
[125.25,26-35,BLACK,MED], 1.2415%
[120.05,MIN,N_INFRACTION,Y_MENTAL_OBSV], 1.2415%
[110-125.25,BLACK,DE,MED,N_GANG], 1.2415%
[BLACK,DE,MIN,Y_INFRACTION,Y_MENTAL_OBSV], 1.2415%
[26-35,DE,MED,OTHER,Y_INFRACTION], 1.2415%
[46-55,BLACK,MED,N_INFRACTION,N_MENTAL_OBSV], 1.2415%
[18-25,DE,MED,N_MENTAL_OBSV,Y_GANG], 1.2415%
[26-35,DE,N_INFRACTION,N_MENTAL_OBSV,Y_GANG], 1.2415%
[125.25,18-25,MAX,Y_GANG,Y_INFRACTION], 1.2415%
[MED,N_GANG,N_MENTAL_OBSV,OTHER,Y_INFRACTION], 1.2415%
[110-125.25,BLACK,DE,N_INFRACTION,Y_MENTAL_OBSV], 1.2415%
[MIN,N_GANG,N_INFRACTION,SSR,nan], 1.2415%
[125.25,26-35,BLACK,DE,MED], 1.2415%
[36-45,BLACK,DE,MAX,Y_INFRACTION,Y_MENTAL_OBSV], 1.2415%
[46-55,BLACK,DE,MIN,N_INFRACTION,Y_MENTAL_OBSV], 1.2415%
[BLACK,DE,MED,N_INFRACTION,N_MENTAL_OBSV,Y_GANG], 1.2415%
[36-45,DE,MED,N_GANG,OTHER,Y_MENTAL_OBSV], 1.2415%
[18-25,CS], 1.2278%
[160.15,MED,N_MENTAL_OBSV], 1.2278%
[140.25,BLACK,Y_MENTAL_OBSV], 1.2278%
[120.05,BLACK,MIN], 1.2278%
[46-55,N_INFRACTION,nan], 1.2278%
[110-125.25,DE,MAX,N_MENTAL_OBSV], 1.2278%
[CS,N_INFRACTION,N_MENTAL_OBSV,OTHER], 1.2278%
[18-25,OTHER,Y_GANG,Y_INFRACTION], 1.2278%
[160.10,DE,N_INFRACTION,Y_MENTAL_OBSV], 1.2278%
[140.25,36-45,DE,N_GANG], 1.2278%
[26-35,N_GANG,Y_MENTAL_OBSV,nan], 1.2278%
[120.05,MED,N_INFRACTION,Y_MENTAL_OBSV], 1.2278%
[160.15,N_GANG,N_INFRACTION,OTHER], 1.2278%
[36-45,OTHER,Y_INFRACTION,Y_MENTAL_OBSV], 1.2278%
[125.25,MED,OTHER,Y_MENTAL_OBSV], 1.2278%
[125.25,18-25,MAX,Y_MENTAL_OBSV], 1.2278%
[BLACK,MED,Y_MENTAL_OBSV,nan], 1.2278%
[18-25,MED,Y_GANG,Y_MENTAL_OBSV], 1.2278%
[56-65,DE,MIN,N_INFRACTION,N_MENTAL_OBSV], 1.2278%
[120.05,36-45,DE,N_GANG,N_INFRACTION], 1.2278%
[140.25,DE,MIN,N_GANG,N_INFRACTION], 1.2278%
[125.25,26-35,BLACK,MAX,Y_INFRACTION], 1.2278%
[46-55,BLACK,DE,MED,N_MENTAL_OBSV], 1.2278%
[MED,N_GANG,SSR,Y_MENTAL_OBSV,nan], 1.2278%
[125.25,18-25,BLACK,DE,Y_GANG], 1.2278%
[BLACK,N_GANG,N_INFRACTION,Y_MENTAL_OBSV,nan], 1.2278%
[18-25,BLACK,MED,Y_INFRACTION,Y_MENTAL_OBSV], 1.2278%
[BLACK,SSR,Y_INFRACTION,Y_MENTAL_OBSV,nan], 1.2278%
[36-45,DE,N_GANG,OTHER,Y_INFRACTION], 1.2278%
[36-45,DE,MIN,OTHER,Y_MENTAL_OBSV], 1.2278%
[BLACK,MIN,N_GANG,N_MENTAL_OBSV,nan], 1.2278%
[120.05,MIN,N_GANG,N_INFRACTION,Y_MENTAL_OBSV], 1.2278%
[26-35,BLACK,DE,MAX,N_MENTAL_OBSV,Y_INFRACTION], 1.2278%
[56-65,DE,MIN,N_GANG,N_INFRACTION,N_MENTAL_OBSV], 1.2278%
[46-55,BLACK,DE,MIN,N_GANG,N_INFRACTION,Y_MENTAL_OBSV], 1.2278%
[MAX,WHITE], 1.2142%
[160.10,MED,N_GANG], 1.2142%
[140.20,DE,MED], 1.2142%
[220.21,DE,N_GANG], 1.2142%
[18-25,N_GANG,nan], 1.2142%
[110-125.25,MIN,Y_MENTAL_OBSV], 1.2142%
[18-25,265.03,N_MENTAL_OBSV], 1.2142%
[110-125.25,N_INFRACTION,OTHER], 1.2142%
[BLACK,DEP,MED], 1.2142%
[56-65,BLACK,DE,N_MENTAL_OBSV], 1.2142%
[125.25,46-55,MED,N_GANG], 1.2142%
[160.15,N_GANG,N_INFRACTION,N_MENTAL_OBSV], 1.2142%
[56-65,BLACK,MIN,Y_MENTAL_OBSV], 1.2142%
[125.25,26-35,DE,N_INFRACTION], 1.2142%
[120.05,BLACK,MIN,N_GANG], 1.2142%
[MED,N_INFRACTION,N_MENTAL_OBSV,SSR], 1.2142%
[26-35,265.03,DE,N_GANG], 1.2142%
[125.25,18-25,BLACK,MAX], 1.2142%
[120.05,N_GANG,N_INFRACTION,OTHER], 1.2142%
[110-125.25,BLACK,DE,MIN], 1.2142%
[140.25,N_GANG,N_INFRACTION,N_MENTAL_OBSV], 1.2142%
[110-125.25,BLACK,MED,N_INFRACTION], 1.2142%
[110-125.25,26-35,DE,N_INFRACTION], 1.2142%
[110-125.25,BLACK,DE,N_GANG,N_MENTAL_OBSV], 1.2142%
[56-65,BLACK,MIN,N_GANG,Y_MENTAL_OBSV], 1.2142%
[140.20,BLACK,DE,N_GANG,N_INFRACTION], 1.2142%
[18-25,DE,MIN,N_GANG,N_INFRACTION], 1.2142%
[MIN,N_GANG,N_INFRACTION,Y_MENTAL_OBSV,nan], 1.2142%
[MED,N_GANG,N_INFRACTION,N_MENTAL_OBSV,nan], 1.2142%
[BLACK,MED,N_GANG,N_INFRACTION,nan], 1.2142%
[160.15,DE,N_GANG,N_INFRACTION,OTHER], 1.2142%
[125.25,DE,OTHER,Y_INFRACTION,Y_MENTAL_OBSV], 1.2142%
[125.25,BLACK,MED,N_INFRACTION,Y_MENTAL_OBSV], 1.2142%
[125.25,36-45,BLACK,DE,MED], 1.2142%
[125.25,18-25,DE,MAX,Y_MENTAL_OBSV], 1.2142%
[18-25,BLACK,MED,N_INFRACTION,Y_GANG], 1.2142%
[125.25,26-35,DE,Y_GANG,Y_INFRACTION], 1.2142%
[125.25,18-25,BLACK,DE,Y_MENTAL_OBSV], 1.2142%
[46-55,BLACK,DE,MED,N_GANG,Y_MENTAL_OBSV], 1.2142%
[36-45,BLACK,DE,MED,N_GANG,Y_INFRACTION], 1.2142%
[125.25,18-25,DE,MAX,Y_GANG,Y_INFRACTION], 1.2142%
[DE,MIN,N_GANG,N_INFRACTION,WHITE,Y_MENTAL_OBSV], 1.2142%
[36-45,DE,MIN,N_GANG,OTHER,Y_MENTAL_OBSV], 1.2142%
[26-35,DE,MAX,OTHER,Y_INFRACTION,Y_MENTAL_OBSV], 1.2142%
[46-55,DE,N_GANG,N_INFRACTION,OTHER,Y_MENTAL_OBSV], 1.2142%
[ASIAN,MED], 1.2005%
[MIN,Y_GANG], 1.2005%
[220.16,BLACK,DE], 1.2005%
[265.03,BLACK,MIN], 1.2005%
[120.05,BLACK,Y_INFRACTION], 1.2005%
[120.05,DE,MAX], 1.2005%
[CS,MED,N_MENTAL_OBSV], 1.2005%
[N_MENTAL_OBSV,Y_GANG,nan], 1.2005%
[18-25,MIN,N_INFRACTION,N_MENTAL_OBSV], 1.2005%
[140.20,36-45,DE,N_GANG], 1.2005%
[265.03,DE,MED,N_MENTAL_OBSV], 1.2005%
[MED,N_MENTAL_OBSV,Y_GANG,Y_INFRACTION], 1.2005%
[110-125.25,MAX,Y_INFRACTION,Y_MENTAL_OBSV], 1.2005%
[N_GANG,OTHER,Y_MENTAL_OBSV,nan], 1.2005%
[MIN,N_INFRACTION,N_MENTAL_OBSV,WHITE], 1.2005%
[26-35,DE,N_INFRACTION,WHITE], 1.2005%
[26-35,MED,N_INFRACTION,Y_GANG], 1.2005%
[265.03,DE,N_INFRACTION,Y_MENTAL_OBSV], 1.2005%
[18-25,MED,OTHER,Y_MENTAL_OBSV], 1.2005%
[110-125.25,18-25,BLACK,Y_INFRACTION], 1.2005%
[26-35,CS,N_INFRACTION,N_MENTAL_OBSV], 1.2005%
[125.25,DE,MAX,N_MENTAL_OBSV], 1.2005%
[MAX,SSR,Y_MENTAL_OBSV,nan], 1.2005%
[110-125.25,DE,MIN,Y_MENTAL_OBSV], 1.2005%
[140.20,N_GANG,N_INFRACTION,OTHER], 1.2005%
[110-125.25,DE,N_INFRACTION,OTHER], 1.2005%
[18-25,265.03,BLACK,DE], 1.2005%
[56-65,BLACK,DE,N_GANG,N_MENTAL_OBSV], 1.2005%
[110-125.25,DE,MED,N_GANG,Y_MENTAL_OBSV], 1.2005%
[MIN,N_GANG,N_INFRACTION,N_MENTAL_OBSV,WHITE], 1.2005%
[36-45,MED,N_INFRACTION,N_MENTAL_OBSV,OTHER], 1.2005%
[120.05,36-45,DE,N_GANG,Y_MENTAL_OBSV], 1.2005%
[46-55,DE,N_INFRACTION,N_MENTAL_OBSV,OTHER], 1.2005%
[265.03,BLACK,DE,N_GANG,N_MENTAL_OBSV], 1.2005%
[120.05,DE,MIN,N_INFRACTION,Y_MENTAL_OBSV], 1.2005%
[125.25,26-35,BLACK,DE,MAX,Y_INFRACTION], 1.2005%
[26-35,BLACK,DE,MED,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.2005%
[66-75], 1.1869%
[66-75,N_GANG], 1.1869%
[265.03,Y_INFRACTION,Y_MENTAL_OBSV], 1.1869%
[140.25,36-45,N_INFRACTION], 1.1869%
[26-35,CS,MIN], 1.1869%
[265.03,MIN,N_MENTAL_OBSV], 1.1869%
[MAX,SSR,Y_GANG], 1.1869%
[56-65,BLACK,DE,MED], 1.1869%
[56-65,BLACK,MED,N_INFRACTION], 1.1869%
[26-35,MED,Y_GANG,Y_MENTAL_OBSV], 1.1869%
[160.15,DE,MED,N_MENTAL_OBSV], 1.1869%
[160.10,DE,MED,N_GANG], 1.1869%
[120.05,DE,N_GANG,N_MENTAL_OBSV], 1.1869%
[DE,WHITE,Y_INFRACTION,Y_MENTAL_OBSV], 1.1869%
[26-35,MED,N_GANG,nan], 1.1869%
[MED,N_GANG,OTHER,nan], 1.1869%
[26-35,265.03,DE,N_INFRACTION], 1.1869%
[160.15,26-35,DE,Y_MENTAL_OBSV], 1.1869%
[110-125.25,18-25,BLACK,Y_GANG], 1.1869%
[140.25,DE,N_INFRACTION,N_MENTAL_OBSV], 1.1869%
[BLACK,MAX,SSR,Y_INFRACTION], 1.1869%
[DE,N_MENTAL_OBSV,OTHER,Y_GANG], 1.1869%
[125.25,46-55,DE,MED,N_GANG], 1.1869%
[160.15,DE,N_GANG,N_INFRACTION,N_MENTAL_OBSV], 1.1869%
[26-35,BLACK,N_GANG,N_MENTAL_OBSV,Y_INFRACTION], 1.1869%
[110-125.25,BLACK,MAX,Y_GANG,Y_INFRACTION], 1.1869%
[125.25,BLACK,N_GANG,N_INFRACTION,Y_MENTAL_OBSV], 1.1869%
[18-25,MAX,N_GANG,Y_INFRACTION,Y_MENTAL_OBSV], 1.1869%
[110-125.25,DE,MAX,Y_INFRACTION,Y_MENTAL_OBSV], 1.1869%
[125.25,DE,MED,OTHER,Y_MENTAL_OBSV], 1.1869%
[125.25,18-25,MAX,Y_INFRACTION,Y_MENTAL_OBSV], 1.1869%
[110-125.25,18-25,BLACK,DE,Y_INFRACTION], 1.1869%
[BLACK,MAX,N_INFRACTION,N_MENTAL_OBSV,Y_GANG], 1.1869%
[36-45,MED,N_GANG,N_INFRACTION,N_MENTAL_OBSV,OTHER], 1.1869%
[26-35,DE,MAX,N_GANG,OTHER,Y_MENTAL_OBSV], 1.1869%
[120.05,DE,MIN,N_GANG,N_INFRACTION,Y_MENTAL_OBSV], 1.1869%
[FOA 900.00], 1.1733%
[160.10,BLACK,N_INFRACTION], 1.1733%
[140.20,BLACK,Y_MENTAL_OBSV], 1.1733%
[CS,Y_MENTAL_OBSV,nan], 1.1733%
[160.10,DE,Y_INFRACTION], 1.1733%
[125.25,18-25,MED], 1.1733%
[MIN,OTHER,Y_INFRACTION], 1.1733%
[120.05,MAX,Y_MENTAL_OBSV], 1.1733%
[265.03,BLACK,DE,Y_INFRACTION], 1.1733%
[26-35,265.03,BLACK,DE], 1.1733%
[18-25,MIN,N_GANG,N_MENTAL_OBSV], 1.1733%
[46-55,BLACK,Y_INFRACTION,Y_MENTAL_OBSV], 1.1733%
[18-25,MAX,OTHER,Y_MENTAL_OBSV], 1.1733%
[120.05,N_GANG,N_INFRACTION,N_MENTAL_OBSV], 1.1733%
[155.30,DE,N_GANG,N_INFRACTION], 1.1733%
[160.15,MAX,N_GANG,Y_MENTAL_OBSV], 1.1733%
[125.25,26-35,BLACK,Y_GANG], 1.1733%
[26-35,SSR,Y_MENTAL_OBSV,nan], 1.1733%
[MED,N_GANG,Y_INFRACTION,nan], 1.1733%
[MED,SSR,Y_INFRACTION,nan], 1.1733%
[120.05,DE,N_INFRACTION,OTHER], 1.1733%
[26-35,CS,N_GANG,N_MENTAL_OBSV], 1.1733%
[160.15,BLACK,DE,Y_GANG], 1.1733%
[18-25,DE,MAX,N_INFRACTION], 1.1733%
